,Province_State,Country_Region,Last_Update,Lat,Long_,Confirmed,Deaths,Recovered,Active,Combined_Key,Incident_Rate,Case_Fatality_Ratio,location_id
566,Tyumen Oblast,Russia,2021-04-01 04:27:05,58.8206488,70.36588370000001,33599,386,31669.0,1544.0,"Tyumen Oblast, Russia",909.9501679124688,1.1488437155867737,121
567,Tyva Republic,Russia,2021-04-01 04:27:05,51.4017149,93.8582593,15761,197,14907.0,657.0,"Tyva Republic, Russia",4898.950025177016,1.2499206903115283,121
568,Udmurt Republic,Russia,2021-04-01 04:27:05,57.1961165,52.69598320000001,30672,756,27275.0,2641.0,"Udmurt Republic, Russia",2027.1717147683744,2.464788732394366,121
569,Ulyanovsk Oblast,Russia,2021-04-01 04:27:05,54.1463177,47.2324921,50824,969,47488.0,2367.0,"Ulyanovsk Oblast, Russia",4076.950597536695,1.9065795687076967,121
570,Vladimir Oblast,Russia,2021-04-01 04:27:05,56.0503336,40.6561633,29981,997,27038.0,1946.0,"Vladimir Oblast, Russia",2175.1574542365183,3.325439444981822,121
571,Volgograd Oblast,Russia,2021-04-01 04:27:05,49.6048339,44.29035820000001,53623,955,51314.0,1354.0,"Volgograd Oblast, Russia",2126.8199118224265,1.7809522033455794,121
572,Vologda Oblast,Russia,2021-04-01 04:27:05,60.0391461,43.1215213,42714,902,39805.0,2007.0,"Vologda Oblast, Russia",3630.016087513353,2.111719810834855,121
573,Voronezh Oblast,Russia,2021-04-01 04:27:05,50.9800393,40.15065070000001,75155,2401,69769.0,2985.0,"Voronezh Oblast, Russia",3220.328670202008,3.194730889495044,121
574,Yamalo-Nenets Autonomous Okrug,Russia,2021-04-01 04:27:05,67.1471631,74.3415488,37991,407,36554.0,1030.0,"Yamalo-Nenets Autonomous Okrug, Russia",7054.351802163971,1.0713063620331131,121
575,Yaroslavl Oblast,Russia,2021-04-01 04:27:05,57.77819760000001,39.0021095,36094,482,34427.0,1185.0,"Yaroslavl Oblast, Russia",2851.73866462719,1.3354020058735523,121
576,Zabaykalsky Krai,Russia,2021-04-01 04:27:05,52.248521,115.956325,41050,590,39556.0,904.0,"Zabaykalsky Krai, Russia",3826.414095372322,1.4372716199756397,121
577,,Rwanda,2021-04-01 04:27:05,-1.9403,29.8739,21783,307,20182.0,1294.0,Rwanda,168.17980624000123,1.4093559197539365,122
579,,Saint Lucia,2021-04-01 04:27:05,13.9094,-60.9789,4238,60,4142.0,36.0,Saint Lucia,2307.914327257677,1.4157621519584709,123
582,,San Marino,2021-04-01 04:27:05,43.9424,12.4578,4732,84,4128.0,520.0,San Marino,13943.0726619129,1.7751479289940828,124
583,,Sao Tome and Principe,2021-04-01 04:27:05,0.1864,6.6131,2223,34,2092.0,97.0,Sao Tome and Principe,1014.32280378352,1.5294646873594242,125
584,,Saudi Arabia,2021-04-01 04:27:05,23.885942,45.079162,390007,6669,378083.0,5255.0,Saudi Arabia,1120.263370914814,1.7099693082431853,126
585,,Senegal,2021-04-01 04:27:05,14.4974,-14.4524,38705,1051,37321.0,333.0,Senegal,231.1583959082485,2.7154114455496705,127
586,,Serbia,2021-04-01 04:27:05,44.0165,21.0059,600596,5308,0.0,595288.0,Serbia,6873.876235068447,0.8837887698219768,128
587,,Seychelles,2021-04-01 04:27:05,-4.6796,55.492,4114,20,3745.0,349.0,Seychelles,4183.4451901566,0.4861448711716091,129
588,,Sierra Leone,2021-04-01 04:27:05,8.460555000000001,-11.779889,3980,79,2812.0,1089.0,Sierra Leone,49.89353747061077,1.984924623115578,130
589,,Singapore,2021-04-01 04:27:05,1.2833,103.8333,60381,30,60149.0,202.0,Singapore,1032.093331963613,0.0496845034033884,131
590,,Slovakia,2021-04-01 04:27:05,48.669,19.699,707876,9719,255300.0,442857.0,Slovakia,12965.6096561625,1.3729805785194018,132
591,,Slovenia,2021-04-01 04:27:05,46.1512,14.9955,215602,4047,198524.0,13031.0,Slovenia,10370.805779121203,1.877069785994564,133
594,,South Africa,2021-04-01 04:27:05,-30.5595,22.9375,1548157,52846,1474319.0,20992.0,South Africa,2610.337540754989,3.413478090400392,134
595,,South Sudan,2021-04-01 04:27:05,6.877000000000002,31.307,10165,109,9668.0,388.0,South Sudan,90.80977393681766,1.072306935563207,135
596,Andalusia,Spain,2021-04-01 04:27:05,37.5443,-4.7278,505796,9206,10671.0,485919.0,"Andalusia, Spain",6001.800079621188,1.8201013847480008,136
597,Aragon,Spain,2021-04-01 04:27:05,41.5976,-0.9057,110894,3344,3772.0,103778.0,"Aragon, Spain",8397.332699271385,3.015492271899291,136
599,Baleares,Spain,2021-04-01 04:27:05,39.710358,2.995148,57676,777,1533.0,55366.0,"Baleares, Spain",4853.983269091583,1.3471808031070116,136
600,C. Valenciana,Spain,2021-04-01 04:27:05,39.484,-0.7533,385658,7112,9970.0,368576.0,"C. Valenciana, Spain",7751.967901709539,1.8441209569100083,136
601,Canarias,Spain,2021-04-01 04:27:05,28.2916,-16.6291,46880,676,1537.0,44667.0,"Canarias, Spain",2124.245718317224,1.4419795221843004,136
602,Cantabria,Spain,2021-04-01 04:27:05,43.1828,-3.9878,26077,542,2287.0,23248.0,"Cantabria, Spain",4483.349695086832,2.0784599455458834,136
603,Castilla - La Mancha,Spain,2021-04-01 04:27:05,39.2796,-3.0977,175803,5757,6392.0,163654.0,"Castilla - La Mancha, Spain",8639.490249287795,3.274688145253494,136
604,Castilla y Leon,Spain,2021-04-01 04:27:05,41.8357,-4.3976,212625,6626,8716.0,197283.0,"Castilla y Leon, Spain",8830.921036510277,3.116284538506761,136
605,Catalonia,Spain,2021-04-01 04:27:05,41.5912,1.5209,536235,13335,26203.0,496697.0,"Catalonia, Spain",7087.026895507274,2.486782847072645,136
606,Ceuta,Spain,2021-04-01 04:27:05,35.8894,-5.3213,5121,95,163.0,4863.0,"Ceuta, Spain",6036.85060533544,1.85510642452646,136
607,Extremadura,Spain,2021-04-01 04:27:05,39.4937,-6.0679,71103,1757,2652.0,66694.0,"Extremadura, Spain",6673.681088468065,2.4710631056354866,136
608,Galicia,Spain,2021-04-01 04:27:05,42.5751,-8.1339,116522,2327,9204.0,104991.0,"Galicia, Spain",4314.924858569397,1.997047767803505,136
609,La Rioja,Spain,2021-04-01 04:27:05,42.2871,-2.5396,27895,744,3107.0,24044.0,"La Rioja, Spain",8895.91193063134,2.6671446495787774,136
610,Madrid,Spain,2021-04-01 04:27:05,40.4168,-3.7038,625215,14564,40736.0,569915.0,"Madrid, Spain",9413.550761264258,2.3294386730964547,136
611,Melilla,Spain,2021-04-01 04:27:05,35.2923,-2.9381,7861,79,125.0,7657.0,"Melilla, Spain",9282.197215695072,1.00496120086503,136
612,Murcia,Spain,2021-04-01 04:27:05,37.9922,-1.1307,108542,1562,2180.0,104800.0,"Murcia, Spain",7296.141666493017,1.439074275395699,136
613,Navarra,Spain,2021-04-01 04:27:05,42.6954,-1.6761,54315,1121,3905.0,49289.0,"Navarra, Spain",8356.848107381229,2.063886587498849,136
614,Pais Vasco,Spain,2021-04-01 04:27:05,42.9896,-2.6189,162872,3944,16160.0,142768.0,"Pais Vasco, Spain",7478.465296526898,2.4215334741392014,136
616,,Sri Lanka,2021-04-01 04:27:05,7.873054,80.77179699999998,92706,568,89251.0,2887.0,Sri Lanka,432.9375503484992,0.6126895778051044,137
618,,Suriname,2021-04-01 04:27:05,3.9193,-56.0278,9122,177,8598.0,347.0,Suriname,1554.972947357296,1.9403639552729663,138
619,Blekinge,Sweden,2021-04-01 04:27:05,56.2784,15.018,8956,120,0.0,8836.0,"Blekinge, Sweden",5611.317870255504,1.339883876730683,139
620,Dalarna,Sweden,2021-04-01 04:27:05,61.0917,14.6664,18657,310,0.0,18347.0,"Dalarna, Sweden",6478.8898689428615,1.6615747440638902,139
621,Gavleborg,Sweden,2021-04-01 04:27:05,61.3012,16.1534,27932,523,0.0,27409.0,"Gavleborg, Sweden",9719.467468387023,1.8724044107117288,139
622,Gotland,Sweden,2021-04-01 04:27:05,57.4684,18.4867,3027,46,0.0,2981.0,"Gotland, Sweden",5071.541064906343,1.5196564255037992,139
623,Halland,Sweden,2021-04-01 04:27:05,56.8967,12.8034,31823,290,0.0,31533.0,"Halland, Sweden",9532.182310512568,0.9112905759984916,139
624,Jamtland Harjedalen,Sweden,2021-04-01 04:27:05,63.1712,14.9592,8519,118,0.0,8401.0,"Jamtland Harjedalen, Sweden",6512.499044415565,1.385139100833431,139
625,Jonkoping,Sweden,2021-04-01 04:27:05,57.3708,14.3439,33356,535,0.0,32821.0,"Jonkoping, Sweden",9173.842612328415,1.6039093416476795,139
626,Kalmar,Sweden,2021-04-01 04:27:05,57.235,16.1849,15188,222,0.0,14966.0,"Kalmar, Sweden",6187.919134962476,1.4616802739004475,139
627,Kronoberg,Sweden,2021-04-01 04:27:05,56.7183,14.4115,15331,297,0.0,15034.0,"Kronoberg, Sweden",7609.607433401665,1.9372513208531728,139
628,Norrbotten,Sweden,2021-04-01 04:27:05,66.8309,20.3992,16375,238,0.0,16137.0,"Norrbotten, Sweden",6547.5643060781385,1.453435114503817,139
629,Orebro,Sweden,2021-04-01 04:27:05,59.535,15.0066,22112,301,0.0,21811.0,"Orebro, Sweden",7254.474172011614,1.3612518089725036,139
630,Ostergotland,Sweden,2021-04-01 04:27:05,58.3454,15.5198,28154,576,0.0,27578.0,"Ostergotland, Sweden",6048.185265147853,2.045890459614975,139
631,Skane,Sweden,2021-04-01 04:27:05,55.9903,13.5958,124024,1643,0.0,122381.0,"Skane, Sweden",9001.420352482568,1.3247435980132878,139
632,Sormland,Sweden,2021-04-01 04:27:05,59.0336,16.7519,17511,420,0.0,17091.0,"Sormland, Sweden",5885.259124823553,2.3984923762206614,139
633,Stockholm,Sweden,2021-04-01 04:27:05,59.6025,18.1384,192075,4003,0.0,188072.0,"Stockholm, Sweden",8080.288387312002,2.0840817389040738,139
634,Uppsala,Sweden,2021-04-01 04:27:05,60.0092,17.2715,29210,499,0.0,28711.0,"Uppsala, Sweden",7612.46035448369,1.7083190688120506,139
635,Varmland,Sweden,2021-04-01 04:27:05,59.7294,13.2354,12335,184,0.0,12151.0,"Varmland, Sweden",4367.701317923333,1.4916903121199838,139
636,Vasterbotten,Sweden,2021-04-01 04:27:05,65.3337,16.5162,18195,168,0.0,18027.0,"Vasterbotten, Sweden",6695.837136043807,0.9233305853256388,139
637,Vasternorrland,Sweden,2021-04-01 04:27:05,63.4276,17.7292,17608,428,0.0,17180.0,"Vasternorrland, Sweden",7176.77411991995,2.430713312130849,139
638,Vastmanland,Sweden,2021-04-01 04:27:05,59.6714,16.2159,20948,332,0.0,20616.0,"Vastmanland, Sweden",7594.119886167957,1.5848768378842848,139
639,Vastra Gotaland,Sweden,2021-04-01 04:27:05,58.2528,13.0596,143550,2212,0.0,141338.0,"Vastra Gotaland, Sweden",8317.49118276405,1.5409265064437478,139
640,,Switzerland,2021-04-01 04:27:05,46.8182,8.2275,601124,10297,317600.0,273227.0,Switzerland,6945.702282873722,1.7129577258602218,140
643,,Tajikistan,2021-04-01 04:27:05,38.861,71.2761,13714,91,13218.0,405.0,Tajikistan,143.78816063760834,0.6635554907393904,141
645,,Thailand,2021-04-01 04:27:05,15.870032,100.992541,28863,94,26873.0,1896.0,Thailand,41.351015898601,0.325676471607248,142
647,,Togo,2021-04-01 04:27:05,8.6195,0.8248,10249,109,7815.0,2325.0,Togo,123.7990770814437,1.0635183920382476,143
648,,Trinidad and Tobago,2021-04-01 04:27:05,10.6918,-61.2225,8026,142,7615.0,269.0,Trinidad and Tobago,573.494220398702,1.769249937702467,144
649,,Tunisia,2021-04-01 04:27:05,33.886917,9.537499,254018,8812,217293.0,27913.0,Tunisia,2149.303751081556,3.469045500712548,145
650,,Turkey,2021-04-01 04:27:05,38.9637,35.2433,3317182,31537,3014226.0,271419.0,Turkey,3933.1499837435954,0.9507166022244182,146
651,Alabama,US,2021-04-01 04:27:05,32.53952745,-86.64408227,6589,99,,,"Autauga, Alabama, US",11793.66016932467,1.5025041736227045,147
652,Alabama,US,2021-04-01 04:27:05,30.72774991,-87.72207058,20505,301,,,"Baldwin, Alabama, US",9185.428742933424,1.467934650085345,148
653,Alabama,US,2021-04-01 04:27:05,31.868263,-85.3871286,2227,55,,,"Barbour, Alabama, US",9021.307623754356,2.469690166142793,148
654,Alabama,US,2021-04-01 04:27:05,32.99642064,-87.12511459999997,2542,58,,,"Bibb, Alabama, US",11351.254800392962,2.2816679779701023,148
655,Alabama,US,2021-04-01 04:27:05,33.98210918,-86.56790593,6444,131,,,"Blount, Alabama, US",11143.77615605437,2.0328988206083176,148
657,Alabama,US,2021-04-01 04:27:05,31.75300095,-86.68057478,2097,66,,,"Butler, Alabama, US",10782.59975318799,3.1473533619456364,148
658,Alabama,US,2021-04-01 04:27:05,33.77483727,-85.82630386,14224,305,,,"Calhoun, Alabama, US",12520.575678887371,2.144263217097863,148
659,Alabama,US,2021-04-01 04:27:05,32.91360079,-85.39072749,3488,117,,,"Chambers, Alabama, US",10488.963733686172,3.354357798165138,148
661,Alabama,US,2021-04-01 04:27:05,32.85044126,-86.7173256,4034,109,,,"Chilton, Alabama, US",9079.859548032771,2.7020327218641547,148
663,Alabama,US,2021-04-01 04:27:05,31.68099859,-87.83548597,3459,59,,,"Clarke, Alabama, US",14643.129286258572,1.7056952876553917,148
666,Alabama,US,2021-04-01 04:27:05,31.39932826,-85.98901039,5384,110,,,"Coffee, Alabama, US",10286.194642925377,2.043090638930164,148
667,Alabama,US,2021-04-01 04:27:05,34.69847452,-87.80168544,6170,126,,,"Colbert, Alabama, US",11169.240238228853,2.0421393841166937,148
670,Alabama,US,2021-04-01 04:27:05,31.2477854,-86.45050893,4041,111,,,"Covington, Alabama, US",10907.176981834868,2.746844840386044,148
672,Alabama,US,2021-04-01 04:27:05,34.13020303,-86.86888037,9380,186,,,"Cullman, Alabama, US",11197.593353070384,1.9829424307036247,148
673,Alabama,US,2021-04-01 04:27:05,31.43037123,-85.61095742,4760,109,,,"Dale, Alabama, US",9680.305865126496,2.2899159663865545,148
675,Alabama,US,2021-04-01 04:27:05,34.45946862,-85.80782906,8696,179,,,"DeKalb, Alabama, US",12160.02684826535,2.058417663293468,148
676,Alabama,US,2021-04-01 04:27:05,32.59785413,-86.14415284,9953,202,,,"Elmore, Alabama, US",12256.03073550961,2.0295388325128103,148
677,Alabama,US,2021-04-01 04:27:05,31.1256789,-87.15918694,3860,74,,,"Escambia, Alabama, US",10536.94756094232,1.9170984455958548,148
678,Alabama,US,2021-04-01 04:27:05,34.04567266,-86.04051873,13647,343,,,"Etowah, Alabama, US",13344.350138850865,2.513372902469407,148
679,Alabama,US,2021-04-01 04:27:05,33.72076938,-87.73886638,2063,59,,,"Fayette, Alabama, US",12654.888970678445,2.8599127484246245,148
680,Alabama,US,2021-04-01 04:27:05,34.44235334,-87.84289505,4185,82,,,"Franklin, Alabama, US",13344.174478668452,1.9593787335722817,148
681,Alabama,US,2021-04-01 04:27:05,31.09389027,-85.83572839,2446,74,,,"Geneva, Alabama, US",9310.646720718663,3.0253475061324613,148
683,Alabama,US,2021-04-01 04:27:05,32.76039258,-87.63284988,2162,73,,,"Hale, Alabama, US",14756.671899529045,3.376503237742831,148
685,Alabama,US,2021-04-01 04:27:05,31.15197924,-85.29939599,10332,272,,,"Houston, Alabama, US",9758.032526775089,2.632597754548974,148
686,Alabama,US,2021-04-01 04:27:05,34.78144169,-85.99750489,6724,106,,,"Jackson, Alabama, US",13024.445047069306,1.5764425936942297,148
687,Alabama,US,2021-04-01 04:27:05,33.55554728,-86.89506300000002,74710,1464,,,"Jefferson, Alabama, US",11344.224558249429,1.959577031187257,148
689,Alabama,US,2021-04-01 04:27:05,34.90171875,-87.65624729,9140,219,,,"Lauderdale, Alabama, US",9856.679140290524,2.396061269146608,148
690,Alabama,US,2021-04-01 04:27:05,34.52041498,-87.31069453,2926,94,,,"Lawrence, Alabama, US",8887.134005588628,3.212576896787424,148
691,Alabama,US,2021-04-01 04:27:05,32.60154883,-85.35132246,15417,166,,,"Lee, Alabama, US",9369.64422457488,1.0767334760329506,148
692,Alabama,US,2021-04-01 04:27:05,34.81185586,-86.98310072,9744,145,,,"Limestone, Alabama, US",9850.88207046454,1.488095238095238,148
695,Alabama,US,2021-04-01 04:27:05,34.76327133,-86.55069633,33533,489,,,"Madison, Alabama, US",8992.274254576854,1.4582649926937643,148
696,Alabama,US,2021-04-01 04:27:05,32.24767634,-87.78796182,2495,58,,,"Marengo, Alabama, US",13226.952234533212,2.3246492985971945,148
697,Alabama,US,2021-04-01 04:27:05,34.13697363,-87.88704173,3062,99,,,"Marion, Alabama, US",10306.64108519304,3.233180927498367,148
698,Alabama,US,2021-04-01 04:27:05,34.36975964,-86.30486727,11854,217,,,"Marshall, Alabama, US",12249.157831648996,1.830605702716383,148
699,Alabama,US,2021-04-01 04:27:05,30.78472347,-88.20842409,37492,792,,,"Mobile, Alabama, US",9073.352532610535,2.1124506561399765,148
701,Alabama,US,2021-04-01 04:27:05,32.2206831,-86.20969272,23743,552,,,"Montgomery, Alabama, US",10483.2086751499,2.3248957587499475,148
702,Alabama,US,2021-04-01 04:27:05,34.45500589,-86.85475946,14131,263,,,"Morgan, Alabama, US",11807.418176956691,1.86115632297785,148
705,Alabama,US,2021-04-01 04:27:05,33.28094866,-88.08818103,2323,57,,,"Pickens, Alabama, US",11655.795283492223,2.4537236332328884,148
706,Alabama,US,2021-04-01 04:27:05,31.80396383,-85.9408295,3042,74,,,"Pike, Alabama, US",9186.4468200761,2.4326101249178174,148
708,Alabama,US,2021-04-01 04:27:05,32.28725256,-85.18415324,4230,36,,,"Russell, Alabama, US",7298.010731353841,0.851063829787234,148
709,Alabama,US,2021-04-01 04:27:05,33.26879845,-86.66232561,23048,232,,,"Shelby, Alabama, US",10586.949132300117,1.0065949323151684,148
710,Alabama,US,2021-04-01 04:27:05,33.71902176,-86.31029372,9350,232,,,"St. Clair, Alabama, US",10445.526856734292,2.481283422459893,148
712,Alabama,US,2021-04-01 04:27:05,33.37823223,-86.16886178,7987,167,,,"Talladega, Alabama, US",9986.49628647878,2.090897708776762,148
713,Alabama,US,2021-04-01 04:27:05,32.86698258,-85.79833053,3847,144,,,"Tallapoosa, Alabama, US",9530.061684048853,3.743176501169743,148
714,Alabama,US,2021-04-01 04:27:05,33.28726072,-87.52556818,25059,434,,,"Tuscaloosa, Alabama, US",11969.620978720355,1.7319126860608962,148
716,Alabama,US,2021-04-01 04:27:05,33.80270512,-87.30027177,7058,274,,,"Walker, Alabama, US",11111.286031391192,3.882119580617738,148
719,Alabama,US,2021-04-01 04:27:05,34.15030532,-87.37325922,2717,71,,,"Winston, Alabama, US",11498.582250624231,2.613176297386824,148
722,Alaska,US,2021-04-01 04:27:05,61.14998174,-149.14269860000005,28397,165,,,"Anchorage, Alaska, US",9860.069444444443,0.5810472937282107,148
723,Alaska,US,2021-04-01 04:27:05,60.90980451,-159.8561831,3767,20,,,"Bethel, Alaska, US",20488.415098444468,0.5309264666843642,148
728,Alaska,US,2021-04-01 04:27:05,64.80726247,-146.5692662,6640,32,,,"Fairbanks North Star, Alaska, US",6856.03361934558,0.4819277108433735,148
731,Alaska,US,2021-04-01 04:27:05,60.24429722,-151.53888840000005,4142,22,,,"Kenai Peninsula, Alaska, US",7055.256523812768,0.5311443746982134,148
735,Alaska,US,2021-04-01 04:27:05,62.31305045,-149.5741743,9967,37,,,"Matanuska-Susitna, Alaska, US",9201.695024788352,0.3712250426407144,148
749,Arizona,US,2021-04-01 04:27:05,35.39465006,-109.4892383,10959,413,,,"Apache, Arizona, US",15244.759135866012,3.768592024819783,148
750,Arizona,US,2021-04-01 04:27:05,31.87934684,-109.7516088,11600,280,,,"Cochise, Arizona, US",9212.051905147631,2.413793103448276,148
751,Arizona,US,2021-04-01 04:27:05,35.83883429,-111.7707178,17076,324,,,"Coconino, Arizona, US",11901.642086481364,1.8973998594518624,148
752,Arizona,US,2021-04-01 04:27:05,33.80190085,-110.8132779,6546,219,,,"Gila, Arizona, US",12118.18282794624,3.3455545371219064,148
753,Arizona,US,2021-04-01 04:27:05,32.93166885,-109.8882178,5365,76,,,"Graham, Arizona, US",13814.146303782476,1.4165890027958994,148
755,Arizona,US,2021-04-01 04:27:05,33.72854224,-113.9810029,2443,77,,,"La Paz, Arizona, US",11573.810877392458,3.151862464183381,148
756,Arizona,US,2021-04-01 04:27:05,33.34835867,-112.4918154,524386,9673,,,"Maricopa, Arizona, US",11690.916379179267,1.8446335333132464,148
757,Arizona,US,2021-04-01 04:27:05,35.70471703,-113.7577902,22122,687,,,"Mohave, Arizona, US",10426.004213383856,3.1055058312991592,148
758,Arizona,US,2021-04-01 04:27:05,35.3997715,-110.3218983,15703,521,,,"Navajo, Arizona, US",14156.5396127078,3.317837355919251,148
760,Arizona,US,2021-04-01 04:27:05,32.0971334,-111.7890033,112677,2351,,,"Pima, Arizona, US",10759.024099595235,2.086495025604161,148
761,Arizona,US,2021-04-01 04:27:05,32.90525627,-111.3449483,49475,852,,,"Pinal, Arizona, US",10690.617106283857,1.7220818595250127,148
762,Arizona,US,2021-04-01 04:27:05,31.52508998,-110.8479088,7818,173,,,"Santa Cruz, Arizona, US",16813.626392533013,2.21284215911998,148
764,Arizona,US,2021-04-01 04:27:05,34.59933926,-112.5538588,18327,489,,,"Yavapai, Arizona, US",7795.439368095994,2.668194467179571,148
765,Arizona,US,2021-04-01 04:27:05,32.76895712,-113.90666740000002,36751,822,,,"Yuma, Arizona, US",17190.474631291894,2.236673832004571,148
766,Arkansas,US,2021-04-01 04:27:05,34.29145151,-91.37277296,2076,36,,,"Arkansas, Arkansas, US",11872.355026878646,1.7341040462427746,148
768,Arkansas,US,2021-04-01 04:27:05,36.28784385,-92.33782872,3070,100,,,"Baxter, Arkansas, US",7321.37746828198,3.257328990228013,148
769,Arkansas,US,2021-04-01 04:27:05,36.33644656,-94.25680817,28151,406,,,"Benton, Arkansas, US",10084.86750423621,1.442222301161593,148
770,Arkansas,US,2021-04-01 04:27:05,36.3084504,-93.09374925,3742,79,,,"Boone, Arkansas, US",9996.794186792047,2.1111704970603955,148
773,Arkansas,US,2021-04-01 04:27:05,36.34038560000001,-93.54270261,2749,44,,,"Carroll, Arkansas, US",9686.398872445385,1.6005820298290288,148
775,Arkansas,US,2021-04-01 04:27:05,34.04613432,-93.17484713,2081,40,,,"Clark, Arkansas, US",9323.47670250896,1.9221528111484865,148
779,Arkansas,US,2021-04-01 04:27:05,33.21230701,-93.22642793,2321,55,,,"Columbia, Arkansas, US",9894.700942149466,2.3696682464454977,148
780,Arkansas,US,2021-04-01 04:27:05,35.26205537,-92.70506566,2189,32,,,"Conway, Arkansas, US",10500.815504173464,1.4618547281863865,148
781,Arkansas,US,2021-04-01 04:27:05,35.83018283,-90.63235729,13081,174,,,"Craighead, Arkansas, US",11856.034514012254,1.330173534133476,148
782,Arkansas,US,2021-04-01 04:27:05,35.58928601,-94.2446814,6978,115,,,"Crawford, Arkansas, US",11031.190224006828,1.648036686729722,148
783,Arkansas,US,2021-04-01 04:27:05,35.21247318,-90.30839406,5869,95,,,"Crittenden, Arkansas, US",12238.556980502555,1.6186743908672687,148
788,Arkansas,US,2021-04-01 04:27:05,35.14719007,-92.33717519,12195,157,,,"Faulkner, Arkansas, US",9678.033760029204,1.2874128741287414,148
791,Arkansas,US,2021-04-01 04:27:05,34.57692074,-93.14921604,10030,255,,,"Garland, Arkansas, US",10091.96466303101,2.542372881355932,148
793,Arkansas,US,2021-04-01 04:27:05,36.11735460000001,-90.55832668,6009,75,,,"Greene, Arkansas, US",13257.584114726971,1.2481278082875686,148
795,Arkansas,US,2021-04-01 04:27:05,34.31709259,-92.95396325,4998,70,,,"Hot Spring, Arkansas, US",14799.680198987297,1.4005602240896358,148
797,Arkansas,US,2021-04-01 04:27:05,35.74242707,-91.57001641,3715,120,,,"Independence, Arkansas, US",9821.546596166556,3.2301480484522207,148
799,Arkansas,US,2021-04-01 04:27:05,35.59802983,-91.21494602,3207,38,,,"Jackson, Arkansas, US",19181.76924457204,1.1849080137199874,148
800,Arkansas,US,2021-04-01 04:27:05,34.26767081,-91.92619839,8742,163,,,"Jefferson, Arkansas, US",13082.126182209984,1.864561885152139,148
801,Arkansas,US,2021-04-01 04:27:05,35.56759135,-93.46036368,2879,37,,,"Johnson, Arkansas, US",10832.267288735044,1.2851684612712748,148
803,Arkansas,US,2021-04-01 04:27:05,36.04188196,-91.10867198,2069,43,,,"Lawrence, Arkansas, US",12611.239790320617,2.0782986950217497,148
805,Arkansas,US,2021-04-01 04:27:05,33.95317155,-91.74002806,3178,48,,,"Lincoln, Arkansas, US",24401.10565110565,1.5103838892385149,148
807,Arkansas,US,2021-04-01 04:27:05,35.21413234,-93.71951016,2206,22,,,"Logan, Arkansas, US",10276.71666821951,0.99728014505893,148
808,Arkansas,US,2021-04-01 04:27:05,34.75392199,-91.88742357,7049,116,,,"Lonoke, Arkansas, US",9615.463312826529,1.6456234926939992,148
811,Arkansas,US,2021-04-01 04:27:05,33.31403423,-93.89285258,4212,36,,,"Miller, Arkansas, US",9737.152368402802,0.8547008547008547,148
812,Arkansas,US,2021-04-01 04:27:05,35.76271485,-90.05194370000002,5747,106,,,"Mississippi, Arkansas, US",14137.413593761532,1.8444405776927093,148
817,Arkansas,US,2021-04-01 04:27:05,33.58839816,-92.87795984,2291,60,,,"Ouachita, Arkansas, US",9798.135317765802,2.618943692710607,148
821,Arkansas,US,2021-04-01 04:27:05,35.57433534,-90.66268713,3114,76,,,"Poinsett, Arkansas, US",13235.29411764706,2.4405908798972384,148
823,Arkansas,US,2021-04-01 04:27:05,35.44871474,-93.03212219,7860,106,,,"Pope, Arkansas, US",12267.449119740291,1.3486005089058524,148
825,Arkansas,US,2021-04-01 04:27:05,34.77054088,-92.31355101,38317,627,,,"Pulaski, Arkansas, US",9776.964667998602,1.6363494010491426,148
826,Arkansas,US,2021-04-01 04:27:05,36.3415714,-91.02455531,2061,47,,,"Randolph, Arkansas, US",11476.779151353156,2.280446385249878,148
827,Arkansas,US,2021-04-01 04:27:05,34.64916145,-92.67583224,11724,165,,,"Saline, Arkansas, US",9575.536806684257,1.4073694984646878,148
830,Arkansas,US,2021-04-01 04:27:05,35.19605503,-94.27162713,15036,272,,,"Sebastian, Arkansas, US",11762.77312304912,1.8089917531258315,148
831,Arkansas,US,2021-04-01 04:27:05,33.99780401,-94.2424869,2778,24,,,"Sevier, Arkansas, US",16334.450520373965,0.8639308855291576,148
833,Arkansas,US,2021-04-01 04:27:05,35.02201976,-90.74828138,3513,41,,,"St. Francis, Arkansas, US",14055.3732895895,1.1670936521491602,148
836,Arkansas,US,2021-04-01 04:27:05,33.16887091,-92.59746952,3938,110,,,"Union, Arkansas, US",10180.44568533168,2.793296089385475,148
838,Arkansas,US,2021-04-01 04:27:05,35.976844,-94.21800746,30202,343,,,"Washington, Arkansas, US",12626.940427364363,1.135686378385537,148
839,Arkansas,US,2021-04-01 04:27:05,35.25688493,-91.74908296,7799,116,,,"White, Arkansas, US",9903.114801975798,1.487370175663547,148
841,Arkansas,US,2021-04-01 04:27:05,35.00292371,-93.41171338,3406,64,,,"Yell, Arkansas, US",15959.889414741578,1.8790369935408104,148
842,California,US,2021-04-01 04:27:05,37.64629437,-121.8929271,85339,1215,,,"Alameda, California, US",5107.492301037079,1.423333294284409,148
844,California,US,2021-04-01 04:27:05,38.44583082,-120.65696,3589,45,,,"Amador, California, US",9028.47655463876,1.2538311507383673,148
845,California,US,2021-04-01 04:27:05,39.66727762,-121.6005252,13057,193,,,"Butte, California, US",5965.253255226155,1.4760994263862333,148
846,California,US,2021-04-01 04:27:05,38.20537103,-120.552913,2017,50,,,"Calaveras, California, US",4393.856878335693,2.478929102627665,148
